Date-Hour(NMT),FF,OT_1,PR,QSI,TA,UU
07.04.2017-15:00,2.7,54,1010.9,480.5,17.1,31
07.04.2017-16:00,2.6,43,1010.9,339.9,17.6,31
07.04.2017-17:00,3.7,60,1011.2,328.7,16.9,31
07.04.2017-18:00,3.1,60,1011.7,162.4,15.7,32
07.04.2017-19:00,2.3,29,1012.4,46.2,14.1,38
07.04.2017-20:00,3.9,0,1013.3,-5,12.6,41
07.04.2017-21:00,2.1,0,1014,-7.9,9.9,50
07.04.2017-22:00,3.7,0,1014.4,-7.2,9.8,49
07.04.2017-23:00,3,0,1014.6,-6.8,9.4,50
08.04.2017-00:00,3.7,0,1015,-6.7,8.7,55
08.04.2017-01:00,2.8,0,1015.1,-6.2,8.4,58
08.04.2017-02:00,2.3,0,1015,-6.9,7.5,62
08.04.2017-03:00,2,0,1014.8,-7.4,6.2,67
08.04.2017-04:00,1.1,0,1014.4,-7.4,4.6,74
08.04.2017-05:00,1.4,0,1014.6,-7.7,4,77
08.04.2017-06:00,0.7,0,1014.5,4,3.7,79
08.04.2017-07:00,1.6,2,1014.4,56.7,5.4,73
08.04.2017-08:00,1.8,32,1014.4,149.8,7.3,67
08.04.2017-09:00,1.2,60,1014.2,326.7,8.9,59
08.04.2017-10:00,1.6,36,1014.4,330.6,9.5,57
08.04.2017-11:00,2.2,31,1014.1,366.4,11.8,53
08.04.2017-12:00,1.2,14,1014,337.6,12.5,51
08.04.2017-13:00,1.8,45,1013.4,440.1,14.5,46
08.04.2017-14:00,3.7,60,1013.2,548.8,15.3,37
08.04.2017-15:00,5.5,60,1013.2,413.3,13.9,38
08.04.2017-16:00,3.3,6,1013.2,240,13,40
08.04.2017-17:00,4.4,2,1013.4,167.1,12,43
08.04.2017-18:00,3.1,0,1013.4,80.3,11.3,44
08.04.2017-19:00,2.3,0,1013.7,23.3,10.5,46
08.04.2017-20:00,1.1,0,1014,-6.4,9.1,51
08.04.2017-21:00,2.1,0,1014.1,-7.4,9,53
08.04.2017-22:00,2,0,1014.1,-7.5,7.8,58
08.04.2017-23:00,0.7,0,1014.2,-7.2,6.5,65
09.04.2017-00:00,1.4,0,1014.4,-7.8,5.3,70
09.04.2017-01:00,0.4,0,1014.3,-7.6,4.4,74
09.04.2017-02:00,0.9,0,1014.3,-7.9,3.6,76
09.04.2017-03:00,1.7,0,1014.3,-7.4,3.3,78
09.04.2017-04:00,0.7,0,1014.5,-7.3,3.2,78
09.04.2017-05:00,0.5,0,1014.6,-6.9,2.8,82
09.04.2017-06:00,1.6,0,1014.7,-0.4,3.4,78
09.04.2017-07:00,1.5,0,1015,38.5,5,73
09.04.2017-08:00,0.9,0,1015.1,104.2,6,72
09.04.2017-09:00,1.5,11,1015.1,214.4,8.6,60
09.04.2017-10:00,2.3,60,1014.7,380.3,10.7,50
09.04.2017-11:00,3.5,60,1014.3,484.9,12.4,45
09.04.2017-12:00,3.1,60,1013.5,536.3,13.3,40
09.04.2017-13:00,4.2,54,1012.9,511.9,13.9,40
09.04.2017-14:00,4.7,60,1012.3,514.7,14.2,41
09.04.2017-15:00,6.1,60,1011.5,525.2,13.9,46
09.04.2017-16:00,6,60,1011,360.8,11.6,57
09.04.2017-17:00,5.6,60,1010.2,252.3,10.3,67
09.04.2017-18:00,5.4,33,1010,134.1,7.8,84
09.04.2017-19:00,2.6,0,1009.4,15.5,7.2,91
09.04.2017-20:00,2.9,0,1008.8,-4.7,7.1,93
09.04.2017-21:00,3.8,0,1007.9,-5.1,6.9,93
09.04.2017-22:00,3.3,0,1007.2,-4.9,6.7,93
09.04.2017-23:00,3.9,0,1006.3,-4.8,6.3,95
10.04.2017-00:00,3.2,0,1004.3,-4.9,6.2,97
10.04.2017-01:00,4,0,1002.9,-4.9,6,99
10.04.2017-02:00,3.5,0,1001.6,-4.7,6,98
10.04.2017-03:00,3.2,0,1000.1,-4.7,6.4,95
10.04.2017-04:00,2.5,0,998.8,-5.1,6.6,94
10.04.2017-05:00,2.5,0,997.9,-5.8,6.5,94
10.04.2017-06:00,2.1,0,997.2,-4.3,6.5,96
10.04.2017-07:00,2.3,0,996.2,13.9,6.4,97
10.04.2017-08:00,2,5,996.5,100.7,6.7,97
10.04.2017-09:00,3.8,59,996.8,351.4,9.4,65
10.04.2017-10:00,5.2,60,996.9,492.5,11.5,38
10.04.2017-11:00,8,60,997.5,598.3,12.1,31
10.04.2017-12:00,6.2,60,997.9,656.5,12.6,27
10.04.2017-13:00,6.4,46,998.4,554.2,12.3,29
10.04.2017-14:00,6,57,998.5,723.4,13.3,28
10.04.2017-15:00,7.1,38,998.9,435.1,12.3,28
10.04.2017-16:00,4,22,999.3,257.8,12,29
10.04.2017-17:00,6.5,33,999.8,228.7,12.3,29
10.04.2017-18:00,6.7,51,1000.5,189.8,10.3,34
10.04.2017-19:00,6.1,23,1001.2,51.3,9,35
10.04.2017-20:00,4.7,8,1002.1,1.9,7.9,35
10.04.2017-21:00,6.9,0,1002.5,-6.5,7.2,37
10.04.2017-22:00,5.7,0,1003,-6.4,6.4,40
10.04.2017-23:00,2.9,0,1004,-6.4,5.7,43
11.04.2017-00:00,0.7,0,1004.7,-6.4,4.5,46
11.04.2017-01:00,2.6,0,1005.2,-6.5,4.7,45
11.04.2017-02:00,2.4,0,1006.2,-6.8,4.2,47
11.04.2017-03:00,5.3,0,1007.2,-6.9,4.1,47
11.04.2017-04:00,3.1,0,1007.8,-6,4,47
11.04.2017-05:00,2.8,0,1008.8,-6.9,3.5,50
11.04.2017-06:00,2.8,0,1009.4,2.4,3.1,52
11.04.2017-07:00,1.6,58,1010.1,120.5,4.6,47
11.04.2017-08:00,3.6,60,1010.4,261.1,5.8,39
11.04.2017-09:00,5.2,60,1010.8,396.7,7.1,34
11.04.2017-10:00,4.1,60,1011.1,510.6,8.1,32
11.04.2017-11:00,3.5,56,1011,607,8.9,28
11.04.2017-12:00,2.2,47,1010.8,604.6,9.8,26
11.04.2017-13:00,3.1,29,1010.8,509.7,9.3,26
11.04.2017-14:00,3.9,38,1010.4,530.5,9.8,22
11.04.2017-15:00,3.5,54,1010,379,9.9,23
11.04.2017-16:00,2.8,60,1009,469,10.6,23
11.04.2017-17:00,3.2,60,1008.3,344.8,10.1,26
11.04.2017-18:00,3.4,19,1007.6,128.2,9.1,28
11.04.2017-19:00,2.1,0,1007.1,23.1,8.1,29
11.04.2017-20:00,1.6,0,1006.6,-3.7,7,37
11.04.2017-21:00,0.9,0,1005.8,-7.1,6.3,40
11.04.2017-22:00,0.3,0,1004.8,-7,5.8,41
11.04.2017-23:00,1,0,1004.2,-7.2,4.3,55
12.04.2017-00:00,1.7,0,1003.1,-6.4,5,56
12.04.2017-01:00,4.9,0,1002.1,-5.5,4.7,73
12.04.2017-02:00,3.1,0,1000.9,-5.1,4.2,83
12.04.2017-03:00,3.3,0,1000,-5.3,2.9,93
12.04.2017-04:00,1.3,0,999.4,-4,1.6,95
12.04.2017-05:00,0.3,0,998.4,-4.8,1.6,97
12.04.2017-06:00,1.3,0,998,0.3,1.8,96
12.04.2017-07:00,0.7,0,997.5,59,2.7,91
12.04.2017-08:00,1.6,0,997.3,109.6,3.3,84
12.04.2017-09:00,1.5,3,997.3,190.4,3.9,77
12.04.2017-10:00,0.8,18,997.3,331.2,5.7,71
12.04.2017-11:00,0.9,22,996.9,343.9,6.7,67
12.04.2017-12:00,2.3,48,996.6,561.7,7.8,64
12.04.2017-13:00,2.6,33,996.5,446.9,8,67
12.04.2017-14:00,1.9,60,995.9,716,8.6,62
12.04.2017-15:00,2.6,59,995.5,597,8.8,61
12.04.2017-16:00,2.5,19,995.8,276.8,7.8,69
12.04.2017-17:00,2.8,14,995.7,157.7,7.5,75
12.04.2017-18:00,3.3,0,995.8,39.6,6,87
12.04.2017-19:00,2,0,996.2,2.4,5.9,84
12.04.2017-20:00,2.8,0,996.6,-5.9,5.2,87
12.04.2017-21:00,1.9,0,996.9,-4.5,4.9,92
12.04.2017-22:00,3,0,997.1,-5.7,4.9,86
12.04.2017-23:00,3,0,997.4,-6.2,4.7,87
13.04.2017-00:00,3.7,0,997.8,-5.7,4.2,88
13.04.2017-01:00,2.6,0,998.2,-5.7,4,88
13.04.2017-02:00,2.2,0,998.5,-6.2,3.8,90
13.04.2017-03:00,2.4,0,998.9,-6.8,3.7,89
13.04.2017-04:00,2,0,999.4,-6.4,3.6,91
13.04.2017-05:00,1.7,0,999.9,-7.3,3.4,89
13.04.2017-06:00,1.7,0,1000.7,-3.4,2.8,92
13.04.2017-07:00,2.6,0,1001.5,8.8,1.8,96
13.04.2017-08:00,2.3,0,1002.1,41.3,2.3,91
13.04.2017-09:00,2.3,0,1002.5,47.1,2.4,87
13.04.2017-10:00,1.7,0,1002.9,77.4,2.5,87
13.04.2017-11:00,1.9,0,1003.1,125.5,2.9,89
13.04.2017-12:00,3.2,0,1002.8,101.4,3.3,86
13.04.2017-13:00,3.5,0,1002.8,152.2,3.4,85
13.04.2017-14:00,3.5,0,1002.8,120.9,3.1,90
13.04.2017-15:00,3,0,1002.3,92.3,3.1,92
13.04.2017-16:00,2.3,0,1002,61.2,3.3,94
13.04.2017-17:00,3,0,1001.4,37.6,3.4,93
13.04.2017-18:00,4.2,0,1001.3,13.6,2.7,94
13.04.2017-19:00,4.3,0,1001.4,1.4,1.8,96
13.04.2017-20:00,1.9,0,1001.2,-4.3,1.6,98
13.04.2017-21:00,1.4,0,1000.8,-5.5,1.7,97
13.04.2017-22:00,0.6,0,1000.6,-6.2,1.8,97
13.04.2017-23:00,1,0,1000.6,-5.2,1.9,97
14.04.2017-00:00,0.8,0,1000.5,-5,1.9,98
14.04.2017-01:00,1.1,0,1000.7,-5.6,1.8,89
14.04.2017-02:00,1.3,0,1001.1,-6.2,1,86
14.04.2017-03:00,1.2,0,1001.3,-6.9,0.5,89
14.04.2017-04:00,0.6,0,1001.8,-7.3,-0.1,91
14.04.2017-05:00,2.3,0,1002.1,-6,0.4,86
14.04.2017-06:00,4.2,0,1002.7,10.1,0.7,83
14.04.2017-07:00,5.9,1,1003.7,44.5,0.4,90
14.04.2017-08:00,4.7,0,1005.3,47.2,-0.1,88
14.04.2017-09:00,3,0,1006.4,94.9,-0.2,84
14.04.2017-10:00,3.5,0,1007.4,132.1,0.3,78
14.04.2017-11:00,4.3,4,1008.3,311.3,0.8,75
14.04.2017-12:00,3.9,5,1009,268.8,0.4,78
14.04.2017-13:00,2.7,2,1009.5,233.9,1.2,74
14.04.2017-14:00,2.7,0,1009.9,216.8,1.4,76
14.04.2017-15:00,3.4,0,1010.3,217.2,1.5,68
14.04.2017-16:00,2.7,0,1010.2,180.9,2.3,65
14.04.2017-17:00,3.9,39,1010.2,226,2.6,62
14.04.2017-18:00,4.6,45,1010.3,212.3,1.9,65
14.04.2017-19:00,2.6,57,1010.7,80.3,1.3,69
14.04.2017-20:00,1.5,4,1011.3,0.5,0.4,75
14.04.2017-21:00,0.7,0,1011.6,-7.4,-0.9,82
14.04.2017-22:00,0.2,0,1011.7,-7.4,-1.2,86
14.04.2017-23:00,1.4,0,1011.8,-6.2,-1.3,86
15.04.2017-00:00,0.9,0,1011.7,-6.6,-2.1,89
15.04.2017-01:00,1.8,0,1011.5,-7.2,-2.9,92
15.04.2017-02:00,2.5,0,1011.2,-6.9,-3.2,92
15.04.2017-03:00,2,0,1010.9,-6.6,-3.4,91
15.04.2017-04:00,1.3,0,1010.7,-6.6,-3.9,91
15.04.2017-05:00,2.3,0,1010.4,-5.7,-4.2,91
15.04.2017-06:00,2,1,1010.2,23.9,-2.9,89
15.04.2017-07:00,1.1,53,1010,130.1,-1.1,82
15.04.2017-08:00,1.1,60,1010,231.8,-0.1,72
15.04.2017-09:00,2,60,1009.6,304.9,0.5,69
15.04.2017-10:00,1.6,20,1009.3,273.2,0.5,68
15.04.2017-11:00,2.2,0,1009.1,190.9,0.8,64
15.04.2017-12:00,2.6,0,1008.9,199.1,1.4,63
15.04.2017-13:00,2.2,0,1008.9,217.9,1.5,60
15.04.2017-14:00,2.4,0,1008.9,198.3,1.7,62
15.04.2017-15:00,3,0,1008.8,163,1.7,61
15.04.2017-16:00,3.5,0,1008.8,130.9,1.7,60
15.04.2017-17:00,2.3,0,1008.9,100.5,1.7,58
15.04.2017-18:00,0.8,0,1009,69.5,1.8,59
15.04.2017-19:00,1.9,0,1009.3,21.7,1.7,61
15.04.2017-20:00,2.7,0,1009.7,-1.4,1.4,59
15.04.2017-21:00,1.8,0,1010.1,-6.7,0.1,72
15.04.2017-22:00,2.4,0,1010.3,-7.7,-1,80
15.04.2017-23:00,2.2,0,1010.5,-7.1,-1.6,81
16.04.2017-00:00,2.7,0,1011.2,-6.8,-1.9,80
16.04.2017-01:00,2.9,0,1011.5,-6.2,-2,81
16.04.2017-02:00,3,0,1011.8,-6.6,-2,82
16.04.2017-03:00,1.9,0,1012,-7,-2.6,86
16.04.2017-04:00,2,0,1012.3,-6.2,-2.6,86
16.04.2017-05:00,2.4,0,1012.5,-4.7,-2.3,84
16.04.2017-06:00,1.8,0,1012.8,13.4,-2,84
16.04.2017-07:00,1.2,0,1013.1,77.7,-0.5,77
16.04.2017-08:00,0.7,0,1013.5,131.2,0.5,70
16.04.2017-09:00,1.1,0,1013.8,150.8,1.1,68
16.04.2017-10:00,1.8,0,1013.7,191.1,2,63
16.04.2017-11:00,1.7,0,1013.8,177,2.6,56
16.04.2017-12:00,2.2,0,1013.9,237.3,3.2,57
16.04.2017-13:00,1.2,0,1013.8,275.9,4,51
16.04.2017-14:00,0.8,0,1013.8,194.2,3.9,51
16.04.2017-15:00,1.8,0,1013.7,221.3,4.5,57
16.04.2017-16:00,1.4,0,1013.5,199.7,4.6,54
16.04.2017-17:00,2.7,13,1013.4,194.9,4.9,56
16.04.2017-18:00,1.3,0,1013.3,111.5,4.5,58
16.04.2017-19:00,2.5,0,1013.6,37.3,4.2,57
16.04.2017-20:00,3.2,0,1014.1,-1.4,3.5,66
16.04.2017-21:00,3,0,1014.5,-5.6,3,67
16.04.2017-22:00,2.2,0,1014.9,-5.6,2.7,66
16.04.2017-23:00,2.8,0,1015.5,-5.2,2.3,66
17.04.2017-00:00,2.4,0,1016.2,-5.9,0.7,83
17.04.2017-01:00,2.2,0,1016.6,-7,-0.2,92
17.04.2017-02:00,2.3,0,1016.5,-6.2,0.1,83
17.04.2017-03:00,3,0,1016.8,-5.6,0.4,81
17.04.2017-04:00,3,0,1017,-5.4,0.2,83
17.04.2017-05:00,2.4,0,1017.3,-4.7,0.6,78
17.04.2017-06:00,2.8,0,1017.7,17.6,0.5,78
17.04.2017-07:00,2.2,5,1018.2,87.7,1,72
17.04.2017-08:00,2.7,39,1018.6,198.8,2.3,61
17.04.2017-09:00,3.6,30,1019.1,264.3,2.8,55
17.04.2017-10:00,3.6,49,1019.3,326.7,3.2,47
17.04.2017-11:00,3.1,23,1019.7,364.9,3.6,44
17.04.2017-12:00,3,26,1020.2,396.2,3.9,44
17.04.2017-13:00,3.6,0,1020.5,274.9,4.1,42
17.04.2017-14:00,2.2,1,1020.8,320.2,4.7,41
17.04.2017-15:00,2.9,2,1021.1,276.7,4.7,40
17.04.2017-16:00,2.8,0,1021.4,214.9,4.9,40
17.04.2017-17:00,3.7,0,1021.9,135.3,4.6,40
17.04.2017-18:00,2.5,0,1022.5,84,4.4,43
17.04.2017-19:00,2.4,0,1023.3,41.5,3.4,46
17.04.2017-20:00,2.5,0,1024.6,3.8,2,55
17.04.2017-21:00,2.9,0,1025.5,-6.7,0.9,63
17.04.2017-22:00,3.2,0,1026.2,-6.6,0.5,66
17.04.2017-23:00,3.1,0,1027,-6.6,0.2,67
18.04.2017-00:00,3.4,0,1027.8,-6.3,0.4,67
18.04.2017-01:00,2.9,0,1028.3,-6.6,0,68
18.04.2017-02:00,2.7,0,1028.8,-6.9,-0.5,71
18.04.2017-03:00,2,0,1029.5,-6.9,-0.6,71
18.04.2017-04:00,2,0,1030.4,-7.7,-1.4,75
18.04.2017-05:00,3.1,0,1031.1,-5.6,-1.5,77
18.04.2017-06:00,2.3,23,1031.7,30.8,-0.8,73
18.04.2017-07:00,2,60,1032.1,156.7,1.1,61
18.04.2017-08:00,1.3,60,1032.6,297.9,2.1,54
18.04.2017-09:00,1.5,60,1032.7,431.5,3.1,53
18.04.2017-10:00,1.8,60,1033,552.5,4.2,49
18.04.2017-11:00,3,47,1033.1,617.2,4,49
18.04.2017-12:00,2.1,45,1033,550.5,6.1,50
18.04.2017-13:00,1.4,20,1032.8,387.3,5.9,45
18.04.2017-14:00,1.6,39,1032.9,456.9,5.3,45
18.04.2017-15:00,0.8,15,1032.6,285.8,6.1,44
18.04.2017-16:00,2,26,1032.4,304.5,6.9,43
18.04.2017-17:00,2,51,1032.3,363.9,6.9,37
18.04.2017-18:00,2.1,24,1032.3,149.1,7,31
18.04.2017-19:00,1.1,59,1032.5,106,6.5,34
18.04.2017-20:00,0.9,4,1033.1,2.4,3,56
18.04.2017-21:00,2,0,1033.5,-7.5,1.2,66
18.04.2017-22:00,2.3,0,1033.6,-7.1,0.3,70
18.04.2017-23:00,2.8,0,1033.9,-7.3,-0.3,73
19.04.2017-00:00,2.5,0,1034.2,-7,-0.7,75
19.04.2017-01:00,1.6,0,1034.3,-7.1,-1.4,79
19.04.2017-02:00,1.9,0,1034.3,-6.8,-1.3,78
19.04.2017-03:00,1.5,0,1034.2,-6.8,-2,81
19.04.2017-04:00,0.7,0,1034.4,-7.7,-2.4,82
19.04.2017-05:00,1.1,0,1034.5,-6,-2.7,84
19.04.2017-06:00,2.2,37,1034.3,41.8,-1.5,78
19.04.2017-07:00,0.6,60,1034.3,160.1,1.8,66
19.04.2017-08:00,0.9,59,1034.2,284.5,3,61
19.04.2017-09:00,1.9,60,1034,406.3,4.3,57
19.04.2017-10:00,2.2,60,1033.7,555.7,5.9,52
19.04.2017-11:00,3.4,60,1032.8,636.4,7.3,41
19.04.2017-12:00,4,60,1032.3,720.3,8.6,37
19.04.2017-13:00,4.2,59,1031.8,651.6,9.2,32
19.04.2017-14:00,4,60,1031.2,554,9.7,32
19.04.2017-15:00,5.2,60,1030.5,580.5,9.7,35
19.04.2017-16:00,4.5,60,1029.9,421.9,9.6,35
19.04.2017-17:00,4.3,58,1029.5,290.7,10,34
19.04.2017-18:00,3.7,60,1029.2,214.3,9.5,34
19.04.2017-19:00,3.7,26,1029.1,58.7,8.4,38
19.04.2017-20:00,2,0,1029,5.2,6.9,45
19.04.2017-21:00,2.1,0,1028.7,-6.2,5.8,49
19.04.2017-22:00,2.1,0,1028.7,-6.7,4.9,52
19.04.2017-23:00,1.5,0,1028.4,-7.4,3.9,58
20.04.2017-00:00,1.1,0,1027.8,-6.8,3.7,65
20.04.2017-01:00,0.9,0,1027.2,-6.9,3.1,67
20.04.2017-02:00,0.9,0,1026.6,-7.4,2.4,70
20.04.2017-03:00,1.1,0,1025.9,-6.8,2.1,73
20.04.2017-04:00,1.7,0,1025,-6.5,2.9,76
20.04.2017-05:00,1.3,0,1024.3,-6,3.3,79
20.04.2017-06:00,1.5,0,1023.5,8.9,3.9,80
20.04.2017-07:00,1.9,0,1022.9,31.5,4.5,83
20.04.2017-08:00,2.4,0,1022.2,59.8,4.9,82
20.04.2017-09:00,3.1,0,1021.4,74.6,5.8,79
20.04.2017-10:00,3,0,1020.6,112.1,6.8,73
20.04.2017-11:00,3,0,1019.4,190.6,8.6,64
20.04.2017-12:00,5.9,0,1018.4,188.4,9.8,57
20.04.2017-13:00,3.6,0,1017.6,165.7,10.3,59
20.04.2017-14:00,3.8,0,1017,150,10,66
20.04.2017-15:00,3.6,0,1016.1,126.2,9.5,71
20.04.2017-16:00,3.7,0,1015.3,128.5,10.5,65
20.04.2017-17:00,2,1,1014.4,149.5,10.7,67
20.04.2017-18:00,0.9,27,1013.9,151.2,10.3,70
20.04.2017-19:00,2.3,21,1013.7,88.4,11,65
20.04.2017-20:00,2.8,16,1013.3,17.5,10.9,47
20.04.2017-21:00,3.1,0,1013.7,-8.1,10.1,43
20.04.2017-22:00,4.8,0,1013.4,-7.5,8.4,43
20.04.2017-23:00,2.3,0,1012.9,-7.5,7.6,46
21.04.2017-00:00,3.2,0,1012.4,-7.4,7,46
21.04.2017-01:00,4.3,0,1011.4,-7.2,7.5,45
21.04.2017-02:00,2.6,0,1010.9,-7.2,6.4,54
21.04.2017-03:00,1.2,0,1010.5,-7.5,4.9,60
21.04.2017-04:00,1.6,0,1009.8,-7.8,3.5,67
21.04.2017-05:00,1.2,0,1009,-3,2.8,71
21.04.2017-06:00,0.5,44,1008.3,49.5,3.6,69
21.04.2017-07:00,4.9,60,1007.6,173.4,7.6,54
21.04.2017-08:00,5.1,60,1007.1,316.8,8.9,48
21.04.2017-09:00,5,57,1006.4,432.5,11.1,37
21.04.2017-10:00,5,26,1005.7,320.4,10.8,35
21.04.2017-11:00,7.9,47,1005,566.2,11.5,30
21.04.2017-12:00,9.3,48,1004.4,599.2,10.9,30
21.04.2017-13:00,8.7,29,1003.5,471.8,11.5,30
21.04.2017-14:00,7.6,47,1003.4,574.4,9.7,43
21.04.2017-15:00,6.6,43,1002.7,453.1,9.6,37
21.04.2017-16:00,6.1,46,1001.8,337.2,9.9,31
21.04.2017-17:00,7.2,23,1001.8,211.2,8.1,38
21.04.2017-18:00,5.3,29,1002.2,151.2,7.5,41
21.04.2017-19:00,9.7,36,1002.7,86.9,6.6,35
21.04.2017-20:00,4.8,24,1004.1,14.8,5.2,40
21.04.2017-21:00,5.4,0,1004.7,-6.2,4.5,40
21.04.2017-22:00,4,0,1005.1,-6.9,4.1,41
21.04.2017-23:00,3,0,1005.2,-6.8,3.6,43
22.04.2017-00:00,3.3,0,1005,-6.7,3.9,43
22.04.2017-01:00,6.1,0,1005,-6.3,4.4,42
22.04.2017-02:00,4.9,0,1005.3,-5.8,4.9,42
22.04.2017-03:00,4.5,0,1005.7,-6,4.7,43
22.04.2017-04:00,3.9,0,1006.1,-6.3,4.2,45
22.04.2017-05:00,0.8,0,1007.2,-3.2,3.5,47
22.04.2017-06:00,3,0,1007.8,39.4,4.7,41
22.04.2017-07:00,4,5,1008.5,120.6,5.7,38
22.04.2017-08:00,4.5,33,1009.3,186.5,6.3,35
22.04.2017-09:00,5.6,60,1009.7,406.9,7.5,31
22.04.2017-10:00,8.1,59,1010.1,554.8,8.3,29
22.04.2017-11:00,7.3,59,1010.3,671.1,9.4,26
22.04.2017-12:00,9.2,45,1010.3,584.8,9.4,23
22.04.2017-13:00,7,51,1010.2,611.1,10.1,22
22.04.2017-14:00,5.9,52,1010,576,10.8,20
22.04.2017-15:00,5.6,51,1010.3,483,9.9,23
22.04.2017-16:00,4.6,50,1009.9,473.3,11,28
22.04.2017-17:00,3,40,1010.2,276.3,9.4,32
22.04.2017-18:00,4.2,55,1010,268.8,9.2,30
22.04.2017-19:00,4.2,48,1010.1,102.7,8.7,28
22.04.2017-20:00,3.9,18,1010.5,14.8,7,36
22.04.2017-21:00,4.2,0,1010.7,-6.3,6.2,41
22.04.2017-22:00,3.4,0,1010.7,-6.8,5.3,43
22.04.2017-23:00,0.7,0,1010.9,-7.4,3.2,51
23.04.2017-00:00,1.1,0,1011,-8.3,2.3,56
23.04.2017-01:00,0.6,0,1011,-7.6,1,60
23.04.2017-02:00,1.1,0,1010.9,-7.7,0.8,62
23.04.2017-03:00,1,0,1010.9,-7.7,0.3,66
23.04.2017-04:00,0.3,0,1011.2,-7.4,-0.8,71
23.04.2017-05:00,1.8,0,1011.2,-2.3,-0.1,65
23.04.2017-06:00,1.7,17,1011.3,39.2,0.7,61
23.04.2017-07:00,1.7,31,1011.3,94.5,1.7,53
23.04.2017-08:00,2.6,60,1011.4,332,5.4,35
23.04.2017-09:00,5.7,60,1011.1,473.5,6.3,29
23.04.2017-10:00,5.9,60,1011.1,597.2,7,27
23.04.2017-11:00,2.8,55,1010.5,680.5,8.9,26
23.04.2017-12:00,3.1,8,1010.5,293.3,7.5,27
23.04.2017-13:00,2.7,18,1010.1,393.2,8.3,24
23.04.2017-14:00,3.2,41,1010.1,444.1,8,28
23.04.2017-15:00,4.5,15,1009.6,270.1,8.4,25
23.04.2017-16:00,3.2,9,1009.6,217.2,7.6,25
23.04.2017-17:00,4,13,1009.4,167.2,7.7,25
23.04.2017-18:00,2.4,34,1009.2,180.9,8.3,23
23.04.2017-19:00,1.4,49,1009.3,125.5,7.3,25
23.04.2017-20:00,2.6,0,1009.3,4.1,5.8,31
23.04.2017-21:00,3.6,0,1009.1,-5.7,5.3,36
23.04.2017-22:00,1.2,0,1008.7,-5.8,4.3,42
23.04.2017-23:00,0.4,0,1008.3,-7.4,4,45
24.04.2017-00:00,1.1,0,1007.5,-7.2,3.2,50
24.04.2017-01:00,0.7,0,1006.5,-7.1,2.7,56
24.04.2017-02:00,1,0,1005.1,-6.7,2.7,57
24.04.2017-03:00,4.4,0,1003.9,-5.9,3.1,71
24.04.2017-04:00,2.1,0,1002.2,-6.8,1.3,91
24.04.2017-05:00,2.3,0,1000.4,-5.2,0.4,98
24.04.2017-06:00,1.9,0,998.5,-2.1,0.6,98
24.04.2017-07:00,3.3,0,997,5.9,0.7,97
24.04.2017-08:00,2.7,0,995.7,25.4,0.5,98
24.04.2017-09:00,3.3,0,994.3,59.2,1,96
24.04.2017-10:00,3.9,0,993.5,116.4,1.4,94
24.04.2017-11:00,4.5,0,992.8,169.9,1.7,92
24.04.2017-12:00,4.9,0,992.6,286.3,2.2,90
24.04.2017-13:00,4.6,0,992,337.2,2.5,90
24.04.2017-14:00,4.3,0,991.7,185.8,2.1,91
24.04.2017-15:00,4.1,0,991.3,122.3,1.9,93
24.04.2017-16:00,4.7,0,991,88.6,1.8,92
24.04.2017-17:00,4.7,0,990.8,67.4,1.8,91
24.04.2017-18:00,6.1,0,990.7,41.7,1.5,92
24.04.2017-19:00,7,0,990.9,35.2,1.2,93
24.04.2017-20:00,8.6,0,991,2.8,1.7,87
24.04.2017-21:00,6.6,0,991.3,-4.6,0.9,93
24.04.2017-22:00,7.7,0,991.8,-4.5,1.2,89
24.04.2017-23:00,7.7,0,992,-3.8,1.6,81
25.04.2017-00:00,6.7,0,992.6,-4.8,1.2,86
25.04.2017-01:00,6.8,0,993.1,-5.3,0.9,89
25.04.2017-02:00,6.8,0,993.3,-4.9,1.1,85
25.04.2017-03:00,4.9,0,994,-4.7,1,85
25.04.2017-04:00,5.4,0,994.3,-5.2,0.9,82
25.04.2017-05:00,5.1,0,994.9,-0.8,0.7,84
25.04.2017-06:00,6.7,0,995.3,34,1.1,79
25.04.2017-07:00,7.5,0,996,76.4,1.1,81
25.04.2017-08:00,7.5,34,996.5,302.2,2.7,70
25.04.2017-09:00,6.8,27,997.2,265.1,2.6,69
25.04.2017-10:00,4.5,7,997.8,275.1,3.5,66
25.04.2017-11:00,6.5,52,998.3,480.6,3.9,64
25.04.2017-12:00,5.1,15,998.6,432.4,5.2,58
25.04.2017-13:00,6,10,998.9,401.6,5.4,55
25.04.2017-14:00,4.8,16,999.5,414.2,6.2,54
25.04.2017-15:00,4.7,8,999.9,282.6,5.3,62
25.04.2017-16:00,6,45,1000.5,360.3,6.1,58
25.04.2017-17:00,5.1,42,1000.9,260.9,6.5,54
25.04.2017-18:00,6.2,46,1001.3,206.4,5.9,55
25.04.2017-19:00,5.2,34,1001.9,100.1,4.8,57
25.04.2017-20:00,5.6,19,1002.5,17.3,4.3,57
25.04.2017-21:00,4.8,0,1003,-5.4,3.7,57
25.04.2017-22:00,5.2,0,1003.5,-6.5,3.5,56
25.04.2017-23:00,6,0,1003.8,-6.5,3.3,53
26.04.2017-00:00,6.5,0,1004.3,-6.4,2.7,54
26.04.2017-01:00,5.8,0,1004.8,-6.3,2.5,55
